date,sku,product_name,qty_sold,unit_price
2025-11-12,1002,Heineken 12pk,3,20.65
2025-11-13,1002,Heineken 12pk,8,20.65
2025-11-14,1002,Heineken 12pk,6,20.65
2025-11-15,1002,Heineken 12pk,5,20.65
2025-11-16,1002,Heineken 12pk,4,20.65
2025-11-17,1002,Heineken 12pk,4,20.65
2025-11-18,1002,Heineken 12pk,5,20.65
2025-11-19,1002,Heineken 12pk,9,20.65
2025-11-20,1002,Heineken 12pk,4,20.65
2025-11-21,1002,Heineken 12pk,5,20.65
2025-11-22,1002,Heineken 12pk,5,20.65
2025-11-23,1002,Heineken 12pk,5,20.65
2025-11-24,1002,Heineken 12pk,2,20.65
2025-11-25,1002,Heineken 12pk,3,20.65
2025-11-26,1002,Heineken 12pk,5,20.65
2025-11-27,1002,Heineken 12pk,4,20.65
2025-11-28,1002,Heineken 12pk,7,20.65
2025-11-29,1002,Heineken 12pk,7,20.65
2025-09-01,1003,Happy Dad 8pk,4,19.03
2025-09-02,1003,Happy Dad 8pk,2,19.03
2025-09-03,1003,Happy Dad 8pk,2,19.03
2025-09-04,1003,Happy Dad 8pk,5,19.03
2025-09-05,1003,Happy Dad 8pk,3,19.03
2025-09-06,1003,Happy Dad 8pk,3,19.03
2025-09-07,1003,Happy Dad 8pk,4,19.03
2025-09-08,1003,Happy Dad 8pk,1,19.03
2025-09-09,1003,Happy Dad 8pk,2,19.03
2025-09-11,1003,Happy Dad 8pk,2,19.03
2025-09-12,1003,Happy Dad 8pk,5,19.03
2025-09-13,1003,Happy Dad 8pk,3,19.03
2025-09-14,1003,Happy Dad 8pk,5,19.03
2025-09-15,1003,Happy Dad 8pk,2,19.03
2025-09-16,1003,Happy Dad 8pk,1,19.03
2025-09-17,1003,Happy Dad 8pk,2,19.03
2025-09-18,1003,Happy Dad 8pk,3,19.03
2025-09-19,1003,Happy Dad 8pk,6,19.03
2025-09-20,1003,Happy Dad 8pk,2,19.03
2025-09-21,1003,Happy Dad 8pk,3,19.03
2025-09-22,1003,Happy Dad 8pk,1,19.03
2025-09-23,1003,Happy Dad 8pk,2,19.03
2025-09-24,1003,Happy Dad 8pk,2,19.03
2025-09-25,1003,Happy Dad 8pk,3,19.03
2025-09-26,1003,Happy Dad 8pk,7,19.03
2025-09-27,1003,Happy Dad 8pk,5,19.03
2025-09-28,1003,Happy Dad 8pk,2,19.03
2025-09-29,1003,Happy Dad 8pk,3,19.03
2025-10-01,1003,Happy Dad 8pk,5,19.03
2025-10-02,1003,Happy Dad 8pk,2,19.03
2025-10-03,1003,Happy Dad 8pk,6,19.03
2025-10-04,1003,Happy Dad 8pk,5,19.03
2025-10-05,1003,Happy Dad 8pk,5,19.03
2025-10-06,1003,Happy Dad 8pk,1,19.03
2025-10-07,1003,Happy Dad 8pk,2,19.03
2025-10-08,1003,Happy Dad 8pk,2,19.03
2025-10-09,1003,Happy Dad 8pk,1,19.03
2025-10-10,1003,Happy Dad 8pk,2,19.03
2025-10-11,1003,Happy Dad 8pk,3,19.03
2025-10-14,1003,Happy Dad 8pk,1,19.03
2025-10-15,1003,Happy Dad 8pk,2,19.03
2025-10-16,1003,Happy Dad 8pk,3,19.03
2025-10-17,1003,Happy Dad 8pk,3,19.03
2025-10-18,1003,Happy Dad 8pk,2,19.03
2025-10-19,1003,Happy Dad 8pk,4,19.03
2025-10-20,1003,Happy Dad 8pk,3,19.03
2025-10-21,1003,Happy Dad 8pk,2,19.03
2025-10-22,1003,Happy Dad 8pk,2,19.03
2025-10-23,1003,Happy Dad 8pk,2,19.03
2025-10-24,1003,Happy Dad 8pk,6,19.03
2025-10-25,1003,Happy Dad 8pk,3,19.03
2025-10-26,1003,Happy Dad 8pk,4,19.03
2025-10-27,1003,Happy Dad 8pk,2,19.03
2025-10-28,1003,Happy Dad 8pk,5,19.03
2025-10-29,1003,Happy Dad 8pk,3,19.03
2025-10-30,1003,Happy Dad 8pk,3,19.03
2025-10-31,1003,Happy Dad 8pk,5,19.03
2025-11-01,1003,Happy Dad 8pk,6,19.03
2025-11-02,1003,Happy Dad 8pk,3,19.03
2025-11-04,1003,Happy Dad 8pk,2,19.03
2025-11-05,1003,Happy Dad 8pk,2,19.03
2025-11-06,1003,Happy Dad 8pk,3,19.03
2025-11-07,1003,Happy Dad 8pk,3,19.03
2025-11-08,1003,Happy Dad 8pk,4,19.03
2025-11-09,1003,Happy Dad 8pk,4,19.03
2025-11-10,1003,Happy Dad 8pk,2,19.03
2025-11-11,1003,Happy Dad 8pk,8,19.03
2025-11-12,1003,Happy Dad 8pk,6,19.03
2025-11-13,1003,Happy Dad 8pk,2,19.03
2025-11-14,1003,Happy Dad 8pk,5,19.03
2025-11-15,1003,Happy Dad 8pk,7,19.03
2025-11-16,1003,Happy Dad 8pk,3,19.03
2025-11-17,1003,Happy Dad 8pk,4,19.03
2025-11-18,1003,Happy Dad 8pk,2,19.03
2025-11-19,1003,Happy Dad 8pk,3,19.03
2025-11-20,1003,Happy Dad 8pk,3,19.03
2025-11-21,1003,Happy Dad 8pk,3,19.03
2025-11-23,1003,Happy Dad 8pk,1,19.03
2025-11-24,1003,Happy Dad 8pk,1,19.03
2025-11-25,1003,Happy Dad 8pk,4,19.03
2025-11-26,1003,Happy Dad 8pk,3,19.03
2025-11-27,1003,Happy Dad 8pk,2,19.03
2025-11-28,1003,Happy Dad 8pk,5,19.03
2025-11-29,1003,Happy Dad 8pk,1,19.03
2025-09-02,1004,Miller Lite 12pk,1,20.47
2025-09-13,1004,Miller Lite 12pk,1,20.47
2025-09-15,1004,Miller Lite 12pk,1,20.47
2025-09-29,1004,Miller Lite 12pk,1,20.47
2025-10-05,1004,Miller Lite 12pk,2,20.47
2025-10-31,1004,Miller Lite 12pk,1,20.47
2025-11-25,1004,Miller Lite 12pk,1,20.47
2025-09-02,1005,Coors Light 12pk,8,16.48
2025-09-03,1005,Coors Light 12pk,1,16.48
2025-09-04,1005,Coors Light 12pk,3,16.48
2025-09-05,1005,Coors Light 12pk,2,16.48
2025-09-06,1005,Coors Light 12pk,6,16.48
2025-09-07,1005,Coors Light 12pk,1,16.48
2025-09-08,1005,Coors Light 12pk,4,16.48
2025-09-09,1005,Coors Light 12pk,2,16.48
2025-09-11,1005,Coors Light 12pk,2,16.48
2025-09-12,1005,Coors Light 12pk,3,16.48
2025-09-13,1005,Coors Light 12pk,6,16.48
2025-09-14,1005,Coors Light 12pk,5,16.48
2025-09-17,1005,Coors Light 12pk,2,16.48
2025-09-18,1005,Coors Light 12pk,1,16.48
2025-09-19,1005,Coors Light 12pk,2,16.48
2025-09-20,1005,Coors Light 12pk,1,16.48
2025-09-21,1005,Coors Light 12pk,3,16.48
2025-09-22,1005,Coors Light 12pk,5,16.48
2025-09-23,1005,Coors Light 12pk,1,16.48
2025-09-24,1005,Coors Light 12pk,1,16.48
2025-09-25,1005,Coors Light 12pk,4,16.48
2025-09-26,1005,Coors Light 12pk,2,16.48
2025-09-27,1005,Coors Light 12pk,2,16.48
2025-09-28,1005,Coors Light 12pk,2,16.48
2025-09-29,1005,Coors Light 12pk,3,16.48
2025-09-30,1005,Coors Light 12pk,2,16.48
2025-10-01,1005,Coors Light 12pk,4,16.48
2025-10-02,1005,Coors Light 12pk,5,16.48
2025-10-03,1005,Coors Light 12pk,2,16.48
2025-10-04,1005,Coors Light 12pk,6,16.48
2025-10-05,1005,Coors Light 12pk,5,16.48
2025-10-08,1005,Coors Light 12pk,2,16.48
2025-10-09,1005,Coors Light 12pk,4,16.48
2025-10-10,1005,Coors Light 12pk,2,16.48
2025-10-11,1005,Coors Light 12pk,1,16.48
2025-10-12,1005,Coors Light 12pk,1,16.48
2025-10-13,1005,Coors Light 12pk,2,16.48
2025-10-14,1005,Coors Light 12pk,6,16.48
2025-10-15,1005,Coors Light 12pk,1,16.48
2025-10-16,1005,Coors Light 12pk,2,16.48
2025-10-17,1005,Coors Light 12pk,5,16.48
2025-10-18,1005,Coors Light 12pk,2,16.48
2025-10-19,1005,Coors Light 12pk,2,16.48
2025-10-20,1005,Coors Light 12pk,5,16.48
2025-10-21,1005,Coors Light 12pk,2,16.48
2025-10-23,1005,Coors Light 12pk,3,16.48
2025-10-24,1005,Coors Light 12pk,6,16.48
2025-10-25,1005,Coors Light 12pk,3,16.48
2025-10-26,1005,Coors Light 12pk,1,16.48
2025-10-27,1005,Coors Light 12pk,3,16.48
2025-10-28,1005,Coors Light 12pk,5,16.48
2025-10-29,1005,Coors Light 12pk,1,16.48
2025-10-30,1005,Coors Light 12pk,1,16.48
2025-10-31,1005,Coors Light 12pk,2,16.48
2025-11-01,1005,Coors Light 12pk,1,16.48
2025-11-02,1005,Coors Light 12pk,2,16.48
2025-11-03,1005,Coors Light 12pk,1,16.48
2025-11-04,1005,Coors Light 12pk,5,16.48
2025-11-05,1005,Coors Light 12pk,1,16.48
2025-11-06,1005,Coors Light 12pk,1,16.48
2025-11-07,1005,Coors Light 12pk,3,16.48
2025-11-08,1005,Coors Light 12pk,5,16.48
2025-11-09,1005,Coors Light 12pk,3,16.48
2025-11-10,1005,Coors Light 12pk,2,16.48
2025-11-11,1005,Coors Light 12pk,1,16.48
2025-11-12,1005,Coors Light 12pk,3,16.48
2025-11-13,1005,Coors Light 12pk,1,16.48
2025-11-14,1005,Coors Light 12pk,7,16.48
2025-11-15,1005,Coors Light 12pk,4,16.48
2025-11-17,1005,Coors Light 12pk,3,16.48
2025-11-18,1005,Coors Light 12pk,1,16.48
2025-11-19,1005,Coors Light 12pk,2,16.48
2025-11-20,1005,Coors Light 12pk,1,16.48
2025-11-21,1005,Coors Light 12pk,5,16.48
2025-11-22,1005,Coors Light 12pk,1,16.48
2025-11-23,1005,Coors Light 12pk,3,16.48
2025-11-25,1005,Coors Light 12pk,1,16.48
2025-11-26,1005,Coors Light 12pk,1,16.48
2025-11-27,1005,Coors Light 12pk,1,16.48
2025-11-28,1005,Coors Light 12pk,3,16.48
2025-11-29,1005,Coors Light 12pk,5,16.48
2025-09-06,1006,Crown Royal 750ml,1,15.78
2025-11-27,1006,Crown Royal 750ml,1,15.78
2025-09-01,1007,Josh 750ml,3,12.59
2025-09-04,1007,Josh 750ml,2,12.59
2025-09-05,1007,Josh 750ml,2,12.59
2025-09-06,1007,Josh 750ml,1,12.59
2025-09-07,1007,Josh 750ml,2,12.59
2025-09-09,1007,Josh 750ml,1,12.59
2025-09-10,1007,Josh 750ml,2,12.59
2025-09-11,1007,Josh 750ml,1,12.59
2025-09-13,1007,Josh 750ml,4,12.59
2025-09-16,1007,Josh 750ml,1,12.59
2025-09-18,1007,Josh 750ml,2,12.59
2025-09-19,1007,Josh 750ml,2,12.59
2025-09-20,1007,Josh 750ml,2,12.59
2025-09-23,1007,Josh 750ml,3,12.59
2025-09-24,1007,Josh 750ml,1,12.59
2025-09-26,1007,Josh 750ml,1,12.59
2025-09-27,1007,Josh 750ml,1,12.59
2025-09-28,1007,Josh 750ml,1,12.59
2025-09-29,1007,Josh 750ml,1,12.59
2025-09-30,1007,Josh 750ml,1,12.59
2025-10-01,1007,Josh 750ml,1,12.59
2025-10-02,1007,Josh 750ml,1,12.59
2025-10-03,1007,Josh 750ml,2,12.59
2025-10-04,1007,Josh 750ml,1,12.59
2025-10-05,1007,Josh 750ml,2,12.59
2025-10-06,1007,Josh 750ml,1,12.59
2025-10-07,1007,Josh 750ml,1,12.59
2025-10-09,1007,Josh 750ml,1,12.59
2025-10-10,1007,Josh 750ml,1,12.59
2025-10-11,1007,Josh 750ml,1,12.59
2025-10-12,1007,Josh 750ml,1,12.59
2025-10-17,1007,Josh 750ml,1,12.59
2025-10-19,1007,Josh 750ml,2,12.59
2025-10-20,1007,Josh 750ml,2,12.59
2025-10-21,1007,Josh 750ml,2,12.59
2025-10-22,1007,Josh 750ml,3,12.59
2025-10-23,1007,Josh 750ml,1,12.59
2025-10-24,1007,Josh 750ml,2,12.59
2025-10-25,1007,Josh 750ml,3,12.59
2025-10-27,1007,Josh 750ml,2,12.59
2025-10-28,1007,Josh 750ml,1,12.59
2025-10-30,1007,Josh 750ml,2,12.59
2025-10-31,1007,Josh 750ml,5,12.59
2025-11-01,1007,Josh 750ml,1,12.59
2025-11-02,1007,Josh 750ml,1,12.59
2025-11-06,1007,Josh 750ml,2,12.59
2025-11-07,1007,Josh 750ml,2,12.59
2025-11-08,1007,Josh 750ml,2,12.59
2025-11-09,1007,Josh 750ml,2,12.59
2025-11-10,1007,Josh 750ml,1,12.59
2025-11-12,1007,Josh 750ml,3,12.59
2025-11-14,1007,Josh 750ml,2,12.59
2025-11-15,1007,Josh 750ml,2,12.59
2025-11-16,1007,Josh 750ml,1,12.59
2025-11-17,1007,Josh 750ml,1,12.59
2025-11-20,1007,Josh 750ml,2,12.59
2025-11-21,1007,Josh 750ml,1,12.59
2025-11-22,1007,Josh 750ml,3,12.59
2025-11-24,1007,Josh 750ml,1,12.59
2025-11-25,1007,Josh 750ml,1,12.59
2025-11-27,1007,Josh 750ml,1,12.59
2025-11-28,1007,Josh 750ml,2,12.59
2025-11-29,1007,Josh 750ml,1,12.59
2025-09-02,1008,Meiomi 750ml,1,18.23
2025-09-03,1008,Meiomi 750ml,1,18.23
2025-09-05,1008,Meiomi 750ml,1,18.23
2025-09-06,1008,Meiomi 750ml,1,18.23
2025-09-07,1008,Meiomi 750ml,1,18.23
2025-09-08,1008,Meiomi 750ml,4,18.23
2025-09-09,1008,Meiomi 750ml,2,18.23
2025-09-10,1008,Meiomi 750ml,1,18.23
2025-09-11,1008,Meiomi 750ml,1,18.23
2025-09-12,1008,Meiomi 750ml,2,18.23
2025-09-13,1008,Meiomi 750ml,2,18.23
2025-09-18,1008,Meiomi 750ml,2,18.23
2025-09-19,1008,Meiomi 750ml,4,18.23
2025-09-20,1008,Meiomi 750ml,2,18.23
2025-09-21,1008,Meiomi 750ml,3,18.23
2025-09-22,1008,Meiomi 750ml,1,18.23
2025-09-24,1008,Meiomi 750ml,2,18.23
2025-09-25,1008,Meiomi 750ml,1,18.23
2025-09-26,1008,Meiomi 750ml,1,18.23
2025-09-27,1008,Meiomi 750ml,2,18.23
2025-09-28,1008,Meiomi 750ml,1,18.23
2025-09-29,1008,Meiomi 750ml,2,18.23
2025-09-30,1008,Meiomi 750ml,2,18.23
2025-10-01,1008,Meiomi 750ml,1,18.23
2025-10-02,1008,Meiomi 750ml,4,18.23
2025-10-04,1008,Meiomi 750ml,3,18.23
2025-10-07,1008,Meiomi 750ml,1,18.23
2025-10-08,1008,Meiomi 750ml,1,18.23
2025-10-10,1008,Meiomi 750ml,2,18.23
2025-10-11,1008,Meiomi 750ml,3,18.23
2025-10-13,1008,Meiomi 750ml,2,18.23
2025-10-16,1008,Meiomi 750ml,2,18.23
2025-10-19,1008,Meiomi 750ml,3,18.23
2025-10-24,1008,Meiomi 750ml,5,18.23
2025-10-25,1008,Meiomi 750ml,2,18.23
2025-10-26,1008,Meiomi 750ml,4,18.23
2025-10-27,1008,Meiomi 750ml,1,18.23
2025-10-28,1008,Meiomi 750ml,1,18.23
2025-10-30,1008,Meiomi 750ml,1,18.23
2025-10-31,1008,Meiomi 750ml,1,18.23
2025-11-01,1008,Meiomi 750ml,2,18.23
2025-11-03,1008,Meiomi 750ml,2,18.23
2025-11-04,1008,Meiomi 750ml,2,18.23
2025-11-05,1008,Meiomi 750ml,3,18.23
2025-11-07,1008,Meiomi 750ml,4,18.23
2025-11-08,1008,Meiomi 750ml,2,18.23
2025-11-09,1008,Meiomi 750ml,1,18.23
2025-11-10,1008,Meiomi 750ml,1,18.23
2025-11-11,1008,Meiomi 750ml,5,18.23
2025-11-12,1008,Meiomi 750ml,4,18.23
2025-11-14,1008,Meiomi 750ml,2,18.23
2025-11-15,1008,Meiomi 750ml,1,18.23
2025-11-16,1008,Meiomi 750ml,1,18.23
2025-11-18,1008,Meiomi 750ml,1,18.23
2025-11-21,1008,Meiomi 750ml,1,18.23
2025-11-22,1008,Meiomi 750ml,2,18.23
2025-11-24,1008,Meiomi 750ml,1,18.23
2025-11-27,1008,Meiomi 750ml,2,18.23
2025-11-28,1008,Meiomi 750ml,4,18.23
2025-11-29,1008,Meiomi 750ml,1,18.23
2025-09-01,1009,Grey Goose 1L,3,37.98
2025-09-02,1009,Grey Goose 1L,2,37.98
2025-09-03,1009,Grey Goose 1L,1,37.98
2025-09-04,1009,Grey Goose 1L,2,37.98
2025-09-05,1009,Grey Goose 1L,2,37.98
2025-09-06,1009,Grey Goose 1L,2,37.98
2025-09-07,1009,Grey Goose 1L,3,37.98
2025-09-08,1009,Grey Goose 1L,1,37.98
2025-09-09,1009,Grey Goose 1L,2,37.98
2025-09-10,1009,Grey Goose 1L,4,37.98
